ID,Name,Tflood,Fr,Fc,Fm,Fs,TEVI,TFEVI,Er,Ec,Em,Es,EFr,EFc,EFm,EFs
1,Bagh,48057.5701,0.0,34375.5892,5801.6563,2699.1663,0.3211448354142179,0.2902663389389243,,0.32564475795624054,0.2844046368397085,0.28985049180327854,,0.29819699354915097,0.26297254975015333,0.2799728895798002
2,Bhimber,5646.5318,4219.386399999999,155.12449999999998,403.3237,496.3984,0.24798508725542043,0.229974522608539,0.2563412772699255,0.2999118214936247,0.2527039094796864,0.23242050169270087,0.23440376687560266,0.23105303278688524,0.2510626418663303,0.21704339139344261
3,Kotli,16039.8733,2078.6683,6887.5278,6484.2041,434.3486,0.27487894278884956,0.2533635309319214,0.27839388601573234,0.2878276421888902,0.26148924690342473,0.235016500875378,0.24931783092733062,0.2819088336287107,0.2334710506706408,0.16909628220140513
4,Mirpur,42876.4118,3226.5896,0.0,7694.1752,4591.6852,0.16859256024110458,0.08195459508671203,0.22448504475510395,,0.18177696547704666,0.20033942648249362,0.12029675283732666,,0.07931111349814914,0.13097648704031897
5,Muzaffarabad,76724.5777,0.0,62142.8747,7818.2748,0.0,0.3002130832618345,0.2716402620431807,,0.30597678386972155,0.2803657124930926,,,0.2808523245868903,0.2631138742518866,
7,Poonch,14705.802599999999,0.0,14643.7528,0.0,0.0,0.32115214319384117,0.30359136404509945,,0.3218593408637203,0.28898718004026464,,,0.30487776813003636,,
8,Sudhnati,6049.8555,0.0,4591.6852,1458.1703,0.0,0.29233777751069695,0.2769291172761664,,0.2975855957080359,0.2752725532480275,,,0.28405937361541866,0.25447639518660614,
21,Jafarabad,224092.8527,67386.0828,0.0,403.3237,69092.4523,0.1139536400794433,0.11218742450686899,0.15905266656274253,,0.11453590794451451,0.10477168588255384,0.15861150861938852,,0.11453590794451451,0.10255235319881909
23,Nasirabad,170978.22389999998,74770.00899999999,0.0,0.0,11262.0387,0.12342592792360652,0.15286748931347433,0.20000985800980065,,,0.1703157773550017,0.20154260611523012,,,0.17409255972542134
28,Dera Bugti,48709.093,1551.245,0.0,0.0,1644.3197,0.10896999902748396,0.10935404876266046,0.1524195233758349,,,0.17170659052555445,0.17380612295081965,,,0.17923444942777605
38,Khyber,59753.9574,0.0,9028.2459,3381.7140999999997,0.0,0.19311874674037263,0.15710525254072832,,0.32084647241481357,0.24139431076452453,,,0.30145901357669974,0.27669769890209056,
41,Mohmand,25998.8662,0.0,0.0,651.5228999999999,0.0,0.13233773023321604,0.11171163044328809,,,0.1873342206168381,,,,0.12534517954722874,
43,Orakzai,7508.025799999999,0.0,5336.2828,1954.5687,0.0,0.27602196819597247,0.28916304193198733,,0.2995887988687192,0.2581223349654767,,,0.3008774447197865,0.26330424798334645,
45,Islamabad,2885.3157,0.0,1644.3197,434.3486,0.0,0.23124287408440933,0.17887875022034205,0.2687881542197937,0.2897005965308978,0.2466334337833489,0.2061699614271937,,0.17779794308691618,0.2062809426229508,
46,Bannu,4839.8844,0.0,0.0,403.3237,0.0,0.1487429234744229,0.11478215111391336,,,0.21624787356783123,,,,0.13213928121059265,
47,Lakki Marwat,49515.740399999995,0.0,0.0,310.24899999999997,0.0,0.10230240595861068,0.10089622493734335,,,0.18396401836855622,,,,0.1954102049180328,
48,Dera Ismail Khan,432921.4546,3040.4402,15078.1014,52276.9565,4560.6603,0.134621434470493,0.11582139159815508,0.1848777704918033,0.21994402203652574,0.20531989490169308,0.08672869883493144,0.184199368517899,0.17602993405518425,0.1817909208542108,0.07899341474294634
49,Tank,70922.92139999999,0.0,31.0249,527.4232999999999,0.0,0.11223072341566322,0.10735935362075649,,0.1597158615277292,0.18276012107847223,,,0.2130811475409836,0.11534664898746384,
50,Adam Khel,6298.0547,0.0,0.0,2016.6184999999998,0.0,0.19406929441433562,0.19926663167245415,,,0.22691637122611702,,,,0.22271096469104668,
52,Abbottabad,29039.306399999998,31.0249,27922.41,465.3735,124.0996,0.29786027484289035,0.29568662953621944,0.27875926229508197,0.3027093812050636,0.27919303505535026,0.02719764344262295,0.20980778688524593,0.2999679990892529,0.2759955464480874,0.02719764344262295
54,Haripur,35182.2366,868.6972,5243.2081,8128.5238,4126.3117,0.2394998170094305,0.11795974896637455,0.25665958120953286,0.2867275773776939,0.2518299064169773,0.16808067265157423,0.12333685597189692,0.2834218837908623,0.18409649292954572,0.06672035313694072
57,Hangu,5119.108499999999,31.0249,0.0,4715.784799999999,0.0,0.20763982170600115,0.2186322205663189,0.17131973770491798,0.2312154098360656,0.2234999994670532,,0.222605737704918,,0.22182049719585847,
58,Karak,27798.3104,0.0,31.0249,93.07469999999999,62.0498,0.14069839543034363,0.13581524260831399,,0.20928852868852463,0.20357750501840077,0.16787824344262312,,0.21124139344262294,0.1731530054644809,0.15201331967213114
59,Kohat,17870.342399999998,0.0,1303.0457999999999,279.22409999999996,0.0,0.1600735635010733,0.09530504824112021,,0.20333441494961654,0.1997730633802813,,,0.08604545277127244,0.2024556466302368,
62,Malakand P.A.,11975.6114,0.0,1489.1951999999999,3816.0627,0.0,0.21346828794357867,0.19173297269175224,,0.26878870034528857,0.21636250625269995,,,0.21337307889344262,0.1945368419298947,
65,Buner,12254.8355,899.7221,5181.1583,5739.6065,186.14939999999999,0.2770623448464323,0.26956871342602173,0.27510486036124476,0.2833837401541922,0.27113507643096607,0.24198955120921933,0.2685861927642736,0.2795852753509375,0.2611947474523706,0.235825
66,Mardan,8469.7977,372.29879999999997,3598.8884,2761.2161,1054.8465999999999,0.25465764023614806,0.22631659010388516,0.24588903999006465,0.2728463103886721,0.24840015805161175,0.2101263811475408,0.25724603825136616,0.24577575960994905,0.21576437189169287,0.20439038090646092
67,Swabi,25130.168999999998,837.6723,1303.0457999999999,3971.1872,1861.494,0.22236351634749948,0.06578482240437156,0.24146653714033067,0.2725693658726469,0.2314900903470228,0.13203236416125366,0.06557838494231936,0.2529047716627634,0.03651049564549179,-0.007384433060109278
68,Charsadda,7570.0756,0.0,2978.3903999999998,775.6225,0.0,0.27612171721089784,0.16721312483203443,,0.2950516526791257,0.2633855215435951,,,0.16476095457650275,0.2057968524590164,
69,Nowshera,53952.3011,0.0,5212.1831999999995,6173.9551,0.0,0.16904588683765312,0.1438519162605229,,0.2148577114483877,0.20449812821586705,,,0.18399672619047613,0.1689158373836396,
70,Peshawar,8531.8475,0.0,4622.7101,1054.8465999999999,0.0,0.20533313743893522,0.16786104619970196,,0.2387379790423207,0.21975304001577234,,,0.1766002282979425,0.1651012536162006,
77,Bahawalnagar,197039.13989999998,82371.10949999999,1613.2948,13775.0556,37664.2286,0.18743641239666256,0.1970233718195916,0.22730858028223794,0.2872101295026208,0.2171089839700924,0.20385404231136425,0.23415505495353636,0.23838088745271122,0.20600253747600064,0.21411780626299715
78,Bahawalpur,452932.51509999996,86001.02279999999,7352.9012999999995,11944.5865,34809.9378,0.12286657942535713,0.1372119541648372,0.2460776526777705,0.252827285155343,0.2342243348267017,0.18576560677983187,0.2492150891230815,0.23610155115169112,0.23481209388971697,0.19952999729698118
79,Rahimyar Khan,248106.12529999999,46040.9516,30621.5763,32917.4189,25006.0694,0.18429843047241362,0.15420170125272356,0.23694935218227525,0.30173661947610636,0.23757068360723402,0.17946046428778312,0.22903948952763886,0.21876971240885615,0.16423683580290785,0.166646349103039
80,Dera Ghazi Kha,318346.4989,68254.78,8314.6732,17187.7946,24540.6959,0.12682990844874104,0.129330917040649,0.22696859752162069,0.2424219323065557,0.1864511091792241,0.17584190145234685,0.20609667473919555,0.19439974155860043,0.13382507545718186,0.1423161934467679
81,Layyah,153511.2052,20879.7577,13464.8066,23051.5007,7725.2001,0.14934495538023243,0.12106448921239926,0.21694574978527226,0.24392672298427542,0.2116696924021218,0.18621830794809074,0.17849147260857917,0.24177233323260558,0.16958093297001522,0.11527423793534794
82,Muzaffargarh,470461.58359999995,72846.46519999999,70860.8716,113954.4577,48522.9436,0.18200660151225018,0.14748655786893825,0.22290891046995998,0.25360887736044846,0.19445054750661328,0.16992070991345976,0.16506916088334725,0.21466142480836048,0.1633538142760865,0.13374816726761973
83,Rajan Pur,331314.9071,102630.3692,19204.413099999998,14240.4291,47840.3958,0.12832098756325924,0.12994835340234204,0.21099732549482364,0.23541230034146274,0.1635434017064203,0.1331094566533168,0.18399050810751896,0.2012057555814506,0.13642241776492017,0.10151503635899717
84,Faisalabad,81192.1633,13744.0307,7539.0507,32203.8462,2450.9671,0.2474111867695377,0.19987670104675037,0.26011066687737094,0.2814457415914827,0.24639560857312562,0.23240173770491798,0.23357907800762295,0.21122726168791742,0.20681087684386734,0.20790860655737703
85,Jhang,391099.8894,62546.1984,22182.803499999998,93322.8992,54138.4505,0.2051127912712063,0.17125529334196846,0.24020607160451904,0.26623569364084426,0.23612510502382197,0.20730685797755521,0.20539525883099136,0.21966295024647492,0.1909940203174051,0.18189389943163176
86,Toba Tek Singh,39525.7226,14364.528699999999,7663.150299999999,8873.1214,4467.585599999999,0.24939173637076925,0.2124441937746094,0.26680810368852403,0.2821381142252779,0.23303009704839775,0.21631229589272125,0.2310372437418122,0.22347705747660457,0.19576123180098598,0.21136660405282323
87,Gujarat,110045.32029999999,68006.5808,2916.3406,22834.326399999998,5708.5815999999995,0.25908426081743646,0.22813835520204093,0.2613074915029164,0.28894173759792635,0.2552298905492136,0.23974234547426176,0.24347871862660045,0.23620879403557718,0.2107573286038846,0.21142708036350674
88,Gujranwala 1,222076.23419999998,195860.1937,6639.3286,3816.0627,8562.8724,0.24251361384599276,0.24335523437034798,0.24599974575506775,0.2670821642496848,0.2437457398270466,0.23196714375788166,0.2445854572142318,0.268041854986977,0.23941481074236975,0.24653250772154892
89,Gujranwala 2,121648.6329,95060.29359999999,2047.6434,7290.8515,6515.228999999999,0.22013016545335384,0.21690908234767803,0.23011170163838068,0.19712781271053226,0.23022428840107786,0.19562447827617419,0.2277635157621022,0.18192818554396425,0.2255145186606208,0.18329297228727573
90,Gujrat,77748.3994,27581.1361,0.0,12285.8604,22896.3762,0.21143920229802357,0.19970117194143883,0.22645563067554816,0.22926642622950827,0.21559675302498035,0.2121420181524256,0.21669085314130798,,0.2069316153336644,0.1974150167710695
91,Hafizabad,223255.18039999998,161019.231,0.0,12099.711,29442.6301,0.21854434856314664,0.214578224924594,0.22602636616401897,,0.2294284666958461,0.21313159376648913,0.22424511884456297,,0.21321575872215212,0.2080352074660124
93,Narowal 2,63973.343799999995,47343.9974,0.0,3350.6892,11758.4371,0.21383362179212048,0.2090203969963909,0.21908976755031007,,0.21794272239633541,0.19749506294528632,0.21386520932256212,,0.21730905434122652,0.19363240408322166
94,Sialkot,259461.2387,216646.8767,3971.1872,13868.130299999999,16226.0227,0.23266736923459716,0.23011539107661932,0.2374712625536366,0.23755022253542032,0.23202815025800277,0.2100882708640361,0.23434725926899755,0.21301215740266394,0.22690941064290177,0.20505360937842843
95,Kasur,83208.7818,20228.2348,9741.8186,21221.0316,15729.6243,0.2561876077847726,0.2024729379836433,0.2577404383629379,0.289682896802285,0.25075437955866425,0.22879293112212495,0.22868502212611874,0.202778469249243,0.20563030689770875,0.20327211821385843
