ID,Name,Tflood,Fr,Fc,Fm,Fs,TEVI,TFEVI,Er,Ec,Em,Es,EFr,EFc,EFm,EFs
1,Bagh,64655.891599999995,0.0,51935.6826,3133.5148999999997,3071.4651,0.3276014803542194,0.30140968286869513,,0.33168915578598984,0.29558166456494306,0.2704775040983607,,0.30600302211254127,0.265755198019802,0.26946349147209814
2,Bhimber,24726.8453,2699.1663,15915.7737,4033.2369999999996,0.0,0.2650276893524469,0.27678501912911135,0.25121371380939106,0.28538634324718043,0.24331975087694163,0.22206384660421544,0.2687618711136235,0.2858431126769565,0.2615889155107187,
3,Kotli,33010.4936,868.6972,30435.4269,1023.8217,0.0,0.2994029134869534,0.28220220633551085,0.25987515638481445,0.3011296176232448,0.26250089157319545,,0.2522889783372365,0.28520079878344295,0.2684425981122702,
4,Mirpur,44210.4825,6701.3784,6142.9302,5429.3575,5894.731,0.18453779371779702,0.09995379551337373,0.20339766982622426,0.22726278653545687,0.226435404999491,0.17360575313807533,0.14019200629933212,0.10743012088094056,0.16787400702576127,0.11356917817083685
5,Muzaffarabad,81967.7858,0.0,69464.7511,9121.3206,0.0,0.2986275360278051,0.27697325625767893,,0.30460079430930104,0.272936907686493,,,0.2833360203618422,0.25325879892940767,
7,Poonch,11293.0636,0.0,11293.0636,0.0,0.0,0.33086865173100066,0.3157041310124302,,0.330985430590584,,,,0.3157041310124302,,
8,Sudhnati,7290.8515,0.0,7290.8515,0.0,0.0,0.31456848949569743,0.30039584583188017,,0.31456848949569743,,,,0.30039584583188017,,
21,Jafarabad,160833.0816,78399.92229999999,0.0,0.0,39649.822199999995,0.15775631520617991,0.16856320843768968,0.1858162676743619,,,0.15649576032495024,0.18822008504868737,,,0.15818429827599476
23,Nasirabad,118080.76939999999,76321.254,0.0,0.0,13775.0556,0.12646830473418103,0.18029816510600166,0.20602409035335464,,,0.16591016585895008,0.2096501541050251,,,0.1821366784817603
28,Dera Bugti,16163.972899999999,1644.3197,0.0,0.0,992.7968,0.10866486253501491,0.11773124115037288,0.16987501766534763,,,0.14633189802977892,0.20176742189916486,,,0.19268046874999994
38,Khyber,72474.1664,0.0,18025.4669,10114.1174,1520.2201,0.18843162283644677,0.18280084686587697,,0.30983106019113144,0.21884745085515592,0.17085511065573766,,0.29887370559521487,0.22240762848234927,0.16185470893275336
41,Mohmand,20290.2846,0.0,496.3984,899.7221,31.0249,0.1372539792769163,0.1327935240888356,,0.1770921106557377,0.1981184949613227,0.15773358498705792,,0.14602261782786888,0.1783694036178632,0.17337295081967213
43,Orakzai,29318.530499999997,0.0,13930.1801,15016.051599999999,0.0,0.27922914875161475,0.26665574117442936,,0.2962254491919885,0.2491538565434524,,,0.2902718983898644,0.24605377489500074,
45,Islamabad,8376.723,31.0249,3940.1623,3195.5647,0.0,0.2486706953510385,0.23803959168184582,0.19475249054224464,0.3076881636368788,0.22951181142816648,0.18431178151146183,0.2766311475409836,0.25098534594036404,0.23067293092471747,
46,Bannu,10331.2917,0.0,93.07469999999999,3536.8386,124.0996,0.16484121174063804,0.14721781494609354,,0.25757540778688515,0.21735582991803276,0.1627552462489581,,0.21075150273224044,0.18983631363244177,0.18967561475409833
47,Lakki Marwat,56806.5919,0.0,0.0,992.7968,651.5228999999999,0.11295567405575298,0.08772103056647351,,,0.18339234322144143,0.14501130101151033,,,0.19618691086065576,0.13085989461358316
